1405,Kisrozvágy
1406,Kissikátor
1407,Kissomlyó
1408,Kistamási
1409,Kistapolca
1410,Kistarcsa
1411,Kistelek
1412,Kistokaj
1413,Kistolmács
1414,Kistormás
1415,Kistótfalu
1416,Kisújszállás
1417,Kisunyom
1418,Kisvárda
1419,Kisvarsány
1420,Kisvásárhely
1421,Kisvaszar
1422,Kisvejke
1423,Kiszombor
1424,Kiszsidány
1425,Kisszállás
1426,Kisszékely
1427,Kisszekeres
1428,Kisszentmárton
1429,Kissziget
1430,Kisszőlős
1431,Klárafalva
1432,Kocs
1433,Kocsér
1434,Kocsola
1435,Kocsord
1436,Kóka
1437,Kokad
1438,Kolontár
1439,Komádi
1440,Komárom
1441,Komjáti
1442,Komló
1443,Komlódtótfalu
1444,Komlósd
1445,Komlóska
1446,Komoró
1447,Kompolt
1448,Kondó
1449,Kondorfa
1450,Kondoros
1451,Kóny
1452,Konyár
1453,Kópháza
1454,Koppányszántó
1455,Korlát
1456,Koroncó
1457,Kórós
1458,Kosd
1459,Kóspallag
1460,Kótaj
1461,Kovácshida
1462,Kovácsszénája
1463,Kovácsvágás
1464,Kozárd
1465,Kozármisleny
1466,Kozmadombja
1467,Köblény
1468,Köcsk
1469,Kökény
1470,Kőkút
1471,Kölcse
1472,Kölesd
1473,Kölked
1474,Kömlő
1475,Kömlőd
1476,Kömörő
1477,Kömpöc
1478,Körmend
1479,Környe
1480,Köröm
1481,Kőröshegy
1482,Körösladány
1483,Körösnagyharsány
1484,Köröstarcsa
1485,Kőröstetétlen
1486,Körösújfalu
1487,Körösszakál
1488,Körösszegapáti
1489,Kőszárhegy
1490,Kőszeg
1491,Kőszegdoroszló
1492,Kőszegpaty
1493,Kőszegszerdahely
1494,Kötcse
1495,Kötegyán
1496,Kőtelek
1497,Kővágóörs
1498,Kővágószőlős
1499,Kővágótöttös
1500,Kövegy
1501,Köveskál
1502,Krasznokvajda
1503,Kulcs
1504,Kunadacs
1505,Kunágota
1506,Kunbaja
1507,Kunbaracs
1508,Kuncsorba
1509,Kunfehértó
1510,Kunhegyes
1511,Kunmadaras
1512,Kunpeszér
